exercise_index,entity_id,original_question_id
740,ex740,740
741,ex741,741
742,ex742,742
743,ex743,743
744,ex744,744
745,ex745,745
746,ex746,746
747,ex747,747
748,ex748,748
749,ex749,749
750,ex750,750
751,ex751,751
752,ex752,752
753,ex753,753
754,ex754,754
755,ex755,755
756,ex756,756
757,ex757,757
758,ex758,758
759,ex759,759
760,ex760,760
761,ex761,761
762,ex762,762
763,ex763,763
764,ex764,764
765,ex765,765
766,ex766,766
767,ex767,767
768,ex768,768
769,ex769,769
770,ex770,770
771,ex771,771
772,ex772,772
773,ex773,773
774,ex774,774
775,ex775,775
776,ex776,776
777,ex777,777
778,ex778,778
779,ex779,779
780,ex780,780
781,ex781,781
782,ex782,782
783,ex783,783
784,ex784,784
785,ex785,785
786,ex786,786
787,ex787,787
788,ex788,788
789,ex789,789
790,ex790,790
791,ex791,791
792,ex792,792
793,ex793,793
794,ex794,794
795,ex795,795
796,ex796,796
797,ex797,797
798,ex798,798
799,ex799,799
800,ex800,800
801,ex801,801
802,ex802,802
803,ex803,803
804,ex804,804
805,ex805,805
806,ex806,806
807,ex807,807
808,ex808,808
809,ex809,809
810,ex810,810
811,ex811,811
812,ex812,812
813,ex813,813
814,ex814,814
815,ex815,815
816,ex816,816
817,ex817,817
818,ex818,818
819,ex819,819
820,ex820,820
821,ex821,821
822,ex822,822
823,ex823,823
824,ex824,824
825,ex825,825
826,ex826,826
827,ex827,827
828,ex828,828
829,ex829,829
830,ex830,830
831,ex831,831
832,ex832,832
833,ex833,833
834,ex834,834
835,ex835,835
836,ex836,836
837,ex837,837
838,ex838,838
839,ex839,839
840,ex840,840
841,ex841,841
842,ex842,842
843,ex843,843
844,ex844,844
845,ex845,845
846,ex846,846
847,ex847,847
848,ex848,848
849,ex849,849
850,ex850,850
851,ex851,851
852,ex852,852
853,ex853,853
854,ex854,854
855,ex855,855
856,ex856,856
857,ex857,857
858,ex858,858
859,ex859,859
860,ex860,860
861,ex861,861
862,ex862,862
863,ex863,863
864,ex864,864
865,ex865,865
866,ex866,866
867,ex867,867
868,ex868,868
869,ex869,869
870,ex870,870
871,ex871,871
872,ex872,872
873,ex873,873
874,ex874,874
875,ex875,875
876,ex876,876
877,ex877,877
878,ex878,878
879,ex879,879
880,ex880,880
881,ex881,881
882,ex882,882
883,ex883,883
884,ex884,884
885,ex885,885
886,ex886,886
887,ex887,887
888,ex888,888
889,ex889,889
890,ex890,890
891,ex891,891
892,ex892,892
893,ex893,893
894,ex894,894
895,ex895,895
896,ex896,896
897,ex897,897
898,ex898,898
899,ex899,899
900,ex900,900
901,ex901,901
902,ex902,902
903,ex903,903
904,ex904,904
905,ex905,905
906,ex906,906
907,ex907,907
908,ex908,908
909,ex909,909
910,ex910,910
911,ex911,911
912,ex912,912
913,ex913,913
914,ex914,914
915,ex915,915
916,ex916,916
917,ex917,917
918,ex918,918
919,ex919,919
920,ex920,920
921,ex921,921
922,ex922,922
923,ex923,923
924,ex924,924
925,ex925,925
926,ex926,926
927,ex927,927
928,ex928,928
929,ex929,929
930,ex930,930
931,ex931,931
932,ex932,932
933,ex933,933
934,ex934,934
935,ex935,935
936,ex936,936
937,ex937,937
938,ex938,938
939,ex939,939
940,ex940,940
941,ex941,941
942,ex942,942
943,ex943,943
944,ex944,944
945,ex945,945
946,ex946,946
947,ex947,947
